0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,22x,22y,23x,23y,24x,24y
998.336,227.232,998.106,341.931,927.526,341.862,883.433,338.846,860.076,288.909,1063.04,341.944,1092.4,347.849,1101.3,292.005,980.721,580.397,933.611,580.354,910.064,765.637,883.403,951.174,1030.62,580.404,1048.31,777.545,1065.98,971.753,980.556,218.28,1018.82,221.126,954.179,235.943,1036.48,241.825,1095.38,1024.85,1110.15,1018.77,1048.32,980.583,821.696,998.206,818.707,980.614,895.273,965.89
998.336,227.232,998.106,341.931,927.526,341.862,883.433,338.846,860.076,288.909,1063.04,341.944,1092.4,347.849,1101.3,292.005,980.721,580.397,933.611,580.354,910.064,765.637,883.403,951.174,1030.62,580.404,1048.31,777.545,1065.98,971.753,980.556,218.28,1018.82,221.126,954.179,235.943,1036.48,241.825,1095.38,1024.85,1110.15,1018.77,1048.32,980.583,821.696,998.206,818.707,980.614,895.273,965.89
998.305,227.249,998.118,341.923,927.604,341.81,883.564,342.025,862.822,294.807,1062.97,342.034,1092.42,356.633,1098.38,294.988,983.497,580.355,933.593,580.286,909.988,765.655,883.402,951.17,1030.63,580.385,1048.33,780.438,1066,971.769,977.829,218.262,1018.8,221.114,954.161,232.979,1036.48,241.786,1095.41,1024.85,1112.99,1018.79,1048.32,980.637,821.688,998.19,818.71,980.608,895.238,965.869
998.301,227.2,998.164,341.862,927.701,339.072,883.504,344.896,860.053,300.677,1062.96,342.003,1092.39,353.686,1098.36,315.328,980.569,580.314,930.714,577.46,907.167,765.696,883.392,951.158,1027.68,580.32,1048.3,777.525,1065.97,971.706,977.828,218.198,1018.83,221.092,954.201,233,1039.41,241.873,1095.43,1024.86,1113,1018.77,1048.3,980.573,821.692,998.173,818.711,980.605,895.204,965.854
998.276,227.217,998.142,341.852,927.714,339.037,892.25,362.442,862.882,318.423,1060.11,341.985,1089.55,362.584,1098.3,321.404,980.679,580.313,933.557,577.428,909.964,765.75,883.396,951.163,1027.79,580.353,1048.33,780.399,1065.99,971.758,977.804,218.249,1018.81,221.1,954.155,233.023,1039.45,241.862,1095.42,1024.83,1113.01,1018.76,1048.31,980.665,821.702,998.192,818.695,980.611,895.237,965.889
998.247,230.027,995.297,339.092,927.555,338.95,889.337,365.365,859.976,338.895,1060.03,341.897,1089.44,371.35,1095.55,341.912,980.592,577.461,930.704,577.416,909.927,765.834,883.424,951.119,1027.69,580.285,1048.31,780.5,1065.99,971.719,977.771,218.239,1018.76,221.089,954.091,232.969,1039.45,241.745,1095.36,1024.79,1112.96,1015.92,1048.33,980.601,821.697,998.193,818.718,980.613,895.29,962.982
998.209,227.189,995.358,341.809,924.704,339.035,886.482,365.62,859.9,344.845,1065.91,341.924,1095.34,362.478,1095.35,365.395,980.557,580.324,930.709,577.453,909.909,765.856,883.409,951.18,1027.66,580.381,1048.25,783.376,1065.99,971.786,977.732,218.216,1015.94,221.091,954.074,230.153,1036.48,241.753,1095.39,1024.86,1112.97,1018.79,1048.34,980.617,821.701,998.18,818.71,980.603,895.268,965.919
998.167,227.174,995.338,341.818,918.804,341.803,880.587,374.295,856.906,362.409,1068.93,341.926,1104.22,371.348,1101.32,365.474,980.627,580.283,933.468,577.422,909.968,765.798,883.424,951.178,1027.77,580.311,1048.28,780.49,1065.96,971.774,977.708,215.385,1015.91,218.339,954.079,230.086,1036.46,241.733,1095.48,1024.87,1113.04,1018.81,1048.28,980.635,821.717,998.187,818.722,980.62,895.271,965.921
998.195,227.177,995.35,342.003,912.921,341.91,856.947,392.025,845.267,377.214,1069.02,344.857,1110.12,403.724,1104.24,397.818,977.758,583.224,930.565,580.32,909.949,765.811,883.431,951.151,1027.64,583.276,1048.28,783.396,1066,971.775,977.691,215.391,1015.94,218.332,954.046,230.075,1036.53,238.902,1095.38,1024.85,1112.95,1018.78,1048.34,980.604,824.583,998.179,818.749,980.6,898.13,962.992
1001.13,227.252,998.161,342.025,912.922,341.954,859.873,391.979,830.401,394.859,1071.9,342.03,1130.74,427.236,1121.91,406.587,986.479,583.242,936.458,580.35,909.963,771.675,883.41,951.164,1039.46,583.248,1048.36,780.501,1068.75,971.775,983.495,218.243,1021.72,221.122,957.032,230.024,1045.2,241.759,1095.36,1024.8,1110.15,1015.95,1048.41,980.645,824.594,998.168,818.767,980.568,895.253,965.888
998.195,227.177,995.35,342.003,912.921,341.91,856.947,392.025,845.267,377.214,1069.02,344.857,1110.12,403.724,1104.24,397.818,977.758,583.224,930.565,580.32,909.949,765.811,883.431,951.151,1027.64,583.276,1048.28,783.396,1066,971.775,977.691,215.391,1015.94,218.332,954.046,230.075,1036.53,238.902,1095.38,1024.85,1112.95,1018.78,1048.34,980.604,824.583,998.179,818.749,980.6,898.13,962.992
998.162,227.174,995.304,342.052,909.944,341.928,865.796,409.627,848.183,403.77,1071.78,344.915,1113,439.064,1110.06,412.571,980.647,580.381,933.473,580.287,909.999,768.677,883.417,951.139,1027.81,583.245,1048.27,783.342,1066,971.773,977.663,218.188,1015.91,218.356,954.057,230.061,1033.63,238.893,1095.39,1024.81,1112.96,1015.96,1048.35,980.621,821.678,998.162,818.71,980.581,895.249,965.84
998.162,227.132,995.286,344.831,907.074,344.803,842.337,453.748,839.337,433.04,1071.91,344.828,1107.18,477.233,1104.18,433.191,983.545,586.246,930.694,583.301,907.153,765.814,883.435,951.124,1039.51,586.248,1048.33,786.24,1066.01,971.756,977.668,218.191,1015.91,221.066,954.055,230.135,1033.63,241.777,1095.37,1024.8,1112.96,1015.93,1048.35,980.616,821.714,998.196,818.722,980.612,898.139,962.947
998.154,227.097,998.093,344.832,912.885,342.022,859.895,430.213,836.494,456.685,1071.85,344.842,1098.32,447.906,1107.13,494.979,986.48,583.277,936.444,580.364,909.971,765.808,883.431,951.163,1039.43,583.312,1048.31,783.369,1068.72,971.779,977.647,215.395,1015.89,218.33,954.07,232.968,1033.6,241.768,1095.34,1024.81,1110.12,1015.94,1048.37,980.608,821.68,998.14,818.717,980.546,898.122,965.876
998.149,224.354,995.343,344.866,912.896,344.855,860.024,439.03,836.512,480.219,1071.79,344.831,1092.43,412.618,1107.16,480.084,980.593,580.369,933.476,577.467,909.95,765.755,883.423,951.167,1027.66,580.398,1048.31,783.345,1068.75,974.575,977.652,212.47,1015.91,218.267,954.019,230.111,1033.61,241.751,1095.31,1024.78,1110.14,1015.94,1051.2,980.717,824.589,998.157,818.754,980.573,898.132,965.842
998.113,224.308,995.282,344.851,910.064,344.832,877.545,433.069,836.379,500.821,1071.74,344.918,1092.46,430.24,1112.94,503.76,977.804,580.321,930.647,577.461,907.183,765.773,883.443,951.15,1024.9,580.325,1048.27,780.488,1068.74,971.785,977.611,215.287,1015.87,218.24,954.009,230.105,1033.54,238.931,1092.49,1024.79,1110.05,1015.93,1048.4,980.615,824.569,998.132,818.747,980.553,898.181,965.891
995.369,224.22,995.352,344.864,910.017,344.823,880.401,436.181,836.44,515.59,1071.85,344.943,1092.56,436.114,1113.02,527.337,977.758,580.387,930.614,580.283,907.185,765.702,883.388,951.191,1024.86,583.229,1048.28,780.407,1068.75,971.8,977.563,209.513,1015.89,215.361,953.995,230.077,1033.61,238.907,1095.34,1024.79,1110.15,1015.94,1048.4,980.624,821.667,998.165,818.691,980.581,895.291,968.771
998.102,224.062,995.328,344.954,909.961,344.902,877.602,453.66,836.364,536.188,1071.89,347.799,1095.26,447.819,1115.83,550.761,980.699,583.266,933.554,580.366,909.964,765.804,883.387,951.194,1030.62,583.241,1048.33,783.303,1068.76,974.593,977.569,206.509,1015.97,212.353,953.995,227.248,1033.64,238.879,1095.39,1024.83,1113,1018.76,1048.4,980.72,821.675,998.142,818.697,980.548,895.238,968.791
998.102,224.062,995.328,344.954,909.961,344.902,877.602,453.66,836.364,536.188,1071.89,347.799,1095.26,447.819,1115.83,550.761,980.699,583.266,933.554,580.366,909.964,765.804,883.387,951.194,1030.62,583.241,1048.33,783.303,1068.76,974.593,977.569,206.509,1015.97,212.353,953.995,227.248,1033.64,238.879,1095.39,1024.83,1113,1018.76,1048.4,980.72,821.675,998.142,818.697,980.548,895.238,968.791
995.323,221.344,995.338,347.763,909.969,344.907,877.59,459.538,836.282,550.888,1071.85,347.874,1092.57,459.587,1115.88,562.715,980.634,583.273,933.547,580.379,909.979,765.769,883.376,951.23,1027.69,583.249,1048.29,780.446,1068.76,974.593,977.56,203.647,1015.94,209.516,954.028,227.127,1036.48,238.87,1095.39,1024.87,1113,1018.8,1048.41,980.687,821.666,998.163,818.676,980.575,895.22,968.872
1001.12,230.059,998.202,341.912,918.786,341.864,871.656,383.1,836.396,374.318,1071.81,341.953,1121.93,406.628,1121.9,386.058,989.401,580.337,939.399,577.456,910.071,768.745,883.441,951.134,1039.51,580.36,1048.38,783.306,1068.74,971.809,980.723,218.251,1021.73,221.146,957.03,227.248,1045.2,241.771,1092.54,1024.76,1110.1,1015.88,1048.4,980.644,827.541,998.118,821.699,977.772,898.131,962.972
995.347,221.185,995.287,347.771,907.144,347.759,874.641,462.632,833.49,565.63,1071.83,347.849,1092.54,459.722,1116.07,577.266,980.548,583.223,930.658,580.293,907.125,765.717,883.396,951.173,1027.65,580.371,1048.3,777.541,1068.77,974.578,977.584,200.787,1018.77,206.527,953.989,224.333,1036.56,235.994,1092.47,1024.76,1110.05,1015.9,1048.39,980.662,824.577,998.229,818.697,980.635,898.155,965.948
998.127,221.097,995.213,344.944,907.07,344.931,874.641,465.569,833.323,577.292,1071.86,347.767,1095.33,471.431,1118.97,586.209,983.52,580.387,933.571,580.324,907.105,765.731,883.395,951.162,1030.66,580.403,1048.3,777.563,1068.73,971.692,977.626,200.735,1018.81,203.652,953.989,224.284,1039.4,235.955,1092.55,1024.75,1110.12,1015.89,1048.35,980.604,824.593,998.269,818.694,980.678,898.146,965.912
998.13,218.281,992.397,344.977,907.008,344.927,871.735,474.384,830.538,583.268,1071.87,347.863,1095.43,474.405,1119.09,595.083,983.506,586.193,933.555,583.267,910.002,765.829,883.394,951.171,1030.65,586.188,1048.34,780.44,1068.79,971.721,977.634,200.675,1018.8,203.559,951.297,224.29,1039.4,235.905,1092.51,1024.8,1110.1,1015.94,1051.2,980.559,821.637,998.321,815.826,983.538,895.254,965.901
998.167,218.245,995.237,347.789,906.989,344.933,874.591,477.193,833.307,589.106,1071.98,350.784,1095.53,477.204,1124.82,598.071,980.723,589.122,933.529,586.181,910.026,765.823,883.397,951.261,1033.57,589.131,1048.3,783.343,1068.73,971.786,977.662,200.636,1018.8,200.787,954.006,224.217,1039.41,233.043,1095.32,1024.84,1110.15,1018.75,1048.38,980.611,821.698,998.311,815.87,983.558,895.247,968.837
998.164,218.267,995.195,347.786,906.931,344.932,871.707,480.173,830.55,592.127,1074.75,353.644,1098.44,480.312,1130.66,600.878,980.692,586.228,933.528,583.268,909.907,765.739,883.375,951.25,1030.66,586.237,1048.33,783.371,1068.74,971.807,977.662,200.635,1018.83,200.808,954.019,224.163,1039.44,232.977,1092.51,1024.81,1110.12,1015.95,1048.39,980.655,821.693,998.279,815.819,983.519,895.219,968.825
998.164,218.267,995.195,347.786,906.931,344.932,871.707,480.173,830.55,592.127,1074.75,353.644,1098.44,480.312,1130.66,600.878,980.692,586.228,933.528,583.268,909.907,765.739,883.375,951.25,1030.66,586.237,1048.33,783.371,1068.74,971.807,977.662,200.635,1018.83,200.808,954.019,224.163,1039.44,232.977,1092.51,1024.81,1110.12,1015.95,1048.39,980.655,821.693,998.279,815.819,983.519,895.219,968.825
998.188,215.411,995.21,347.814,906.905,344.922,874.582,480.311,830.507,595.001,1074.78,353.717,1104.18,483.113,1136.51,600.967,980.592,592.134,930.693,592.059,912.86,765.775,883.384,951.194,1027.76,592.096,1048.29,780.506,1068.74,971.738,977.665,200.593,1018.86,200.764,953.997,224.093,1039.45,230.13,1095.3,1024.83,1110.13,1018.76,1048.37,980.589,818.733,998.333,815.806,983.557,895.241,965.936
998.232,215.408,995.225,347.793,906.905,344.922,874.683,480.28,833.275,595.005,1074.77,350.811,1107.11,483.193,1139.42,600.898,980.696,589.152,933.575,589.111,909.972,765.809,883.359,953.997,1030.66,589.104,1048.35,786.209,1068.75,971.782,977.695,200.558,1018.89,200.744,953.991,224.095,1039.41,232.988,1095.32,1024.83,1110.14,1015.96,1048.36,980.613,818.74,998.386,815.758,986.436,892.369,971.684
998.236,218.197,995.193,347.798,904.164,344.916,874.675,480.3,833.407,592.049,1074.81,353.7,1110.07,483.243,1139.44,600.894,983.501,592.048,933.615,589.131,910.064,768.683,883.382,951.234,1033.6,589.171,1048.36,786.287,1068.78,974.604,977.706,200.552,1018.89,200.711,953.98,224.08,1039.44,230.08,1095.38,1024.89,1112.97,1018.82,1048.38,980.71,818.736,998.343,815.756,983.549,895.238,968.819
998.234,218.179,995.268,347.828,906.902,344.923,877.602,480.341,833.462,589.201,1074.88,353.723,1110.06,483.234,1139.55,600.958,980.685,589.143,933.579,586.202,910.059,765.852,883.406,951.167,1030.66,589.108,1048.38,786.261,1068.79,974.63,977.718,200.545,1018.88,200.714,954.011,224.087,1039.5,227.244,1095.37,1024.89,1112.99,1018.8,1048.41,983.511,821.706,998.28,815.832,980.664,895.292,965.884
1001.09,230.035,995.365,341.875,918.777,341.836,880.485,368.509,839.291,365.493,1068.98,341.873,1124.87,388.967,1121.96,365.578,983.536,580.331,933.553,577.408,909.971,771.664,883.416,951.17,1033.58,580.371,1048.41,774.606,1068.75,971.808,980.695,218.255,1021.69,221.155,957.008,227.225,1045.22,241.805,1095.37,1024.79,1112.96,1015.95,1048.41,980.667,824.63,998.201,818.776,980.604,895.264,963.009
998.276,218.195,995.255,347.857,904.171,344.956,880.391,480.251,833.556,589.11,1077.7,356.597,1112.94,486.131,1139.55,600.974,980.641,594.972,933.531,592.061,912.861,768.674,883.405,951.169,1027.81,592.113,1048.36,783.357,1068.8,974.621,977.737,200.527,1018.89,200.696,951.306,224.082,1036.56,227.207,1095.39,1024.87,1113.03,1018.79,1048.42,983.552,818.793,998.236,815.79,980.616,895.284,965.888
998.274,215.406,995.223,344.978,904.134,344.918,880.366,480.334,836.303,586.194,1077.71,350.776,1110.04,483.266,1139.53,600.961,980.655,594.982,933.471,592.132,909.953,768.729,883.423,951.186,1030.67,592.078,1048.43,783.381,1068.77,974.575,977.727,200.529,1018.9,200.694,953.981,224.151,1039.41,227.21,1095.34,1024.81,1112.97,1015.95,1048.43,980.718,815.887,998.202,815.736,980.591,895.287,965.886
998.272,215.404,995.235,347.812,904.111,344.955,880.423,480.319,836.293,586.259,1077.77,353.676,1110.05,483.228,1139.52,600.868,980.714,594.998,933.546,592.133,910.01,768.727,883.396,951.193,1030.71,592.111,1048.43,786.22,1068.78,971.819,977.714,200.527,1018.89,200.687,953.978,224.163,1039.4,227.233,1092.53,1024.8,1110.11,1015.94,1051.24,980.663,821.623,998.185,815.822,980.562,895.266,965.904
998.272,215.404,995.235,347.812,904.111,344.955,880.423,480.319,836.293,586.259,1077.77,353.676,1110.05,483.228,1139.52,600.868,980.714,594.998,933.546,592.133,910.01,768.727,883.396,951.193,1030.71,592.111,1048.43,786.22,1068.78,971.819,977.714,200.527,1018.89,200.687,953.978,224.163,1039.4,227.233,1092.53,1024.8,1110.11,1015.94,1051.24,980.663,821.623,998.185,815.822,980.562,895.266,965.904
998.28,218.185,995.272,347.764,904.123,344.937,880.424,480.321,836.326,586.21,1077.71,350.745,1110.11,483.252,1139.49,600.951,980.709,589.162,933.513,586.198,912.887,765.878,883.416,951.2,1033.57,589.152,1048.42,786.22,1068.77,971.813,977.716,200.527,1018.9,200.694,953.979,224.105,1039.41,230.028,1095.36,1024.84,1112.98,1018.78,1048.43,980.649,818.779,998.269,815.82,980.658,898.146,965.93
998.258,215.397,995.258,344.965,904.113,344.937,880.425,480.293,836.295,589.182,1077.74,350.718,1110.07,483.235,1139.44,600.852,983.536,592.046,933.577,589.135,909.999,771.579,883.379,951.213,1036.51,589.163,1048.39,783.435,1068.76,974.588,977.717,200.518,1018.89,200.689,953.995,221.356,1039.43,227.239,1092.5,1024.84,1110.11,1018.76,1048.37,980.667,821.666,998.24,815.84,980.639,895.222,965.944
998.251,218.179,995.276,344.97,904.156,344.916,880.463,480.217,836.268,589.126,1077.72,350.746,1110.06,483.22,1139.39,600.841,983.499,586.189,933.503,583.288,912.893,768.642,883.387,951.227,1033.63,583.318,1048.39,783.343,1068.79,974.627,977.717,200.521,1018.89,200.685,953.996,221.347,1039.45,227.222,1095.31,1024.84,1110.13,1018.77,1048.42,983.506,821.674,998.286,815.826,980.678,895.228,968.77
998.24,218.195,995.203,344.971,904.108,344.944,880.427,480.23,833.519,592.076,1077.68,350.721,1107.12,483.165,1136.59,600.89,983.567,586.206,933.573,583.272,912.946,765.83,883.398,951.182,1036.56,586.177,1048.45,783.382,1068.77,974.584,977.699,200.545,1018.88,200.706,953.992,224.076,1039.46,227.229,1092.54,1027.64,1110.11,1018.81,1048.39,980.625,818.728,998.363,815.755,983.531,895.257,965.912
998.253,218.243,995.221,344.965,904.115,344.931,880.371,480.322,833.447,595.088,1077.7,350.697,1104.26,483.104,1136.53,600.943,980.726,589.103,933.565,586.22,915.797,768.643,883.402,951.216,1033.63,586.17,1051.21,783.426,1068.75,974.566,977.719,200.572,1018.89,200.74,954,224.153,1039.49,227.236,1095.35,1027.66,1112.97,1018.83,1048.34,980.645,815.87,1001.13,812.946,986.503,895.259,968.768
998.309,218.277,995.244,344.971,904.143,344.955,877.571,480.331,833.382,595.058,1074.89,350.711,1104.19,480.322,1133.63,600.892,980.71,586.232,933.518,586.185,910.048,768.648,883.41,951.24,1033.57,586.166,1051.2,783.306,1068.74,974.593,977.782,200.574,1021.64,200.776,954.048,224.077,1039.5,230.029,1095.34,1027.68,1112.99,1018.84,1048.32,980.656,818.768,998.362,815.796,983.579,895.281,968.827
1001.09,230.072,998.124,339.092,921.714,339.041,883.506,365.595,845.246,356.677,1068.89,341.795,1098.42,371.316,1118.92,362.527,983.575,580.277,933.56,577.383,912.855,771.613,883.41,951.156,1036.49,580.334,1048.43,780.452,1068.73,971.771,980.695,218.269,1021.69,221.185,954.269,227.218,1045.19,241.839,1095.39,1024.85,1112.98,1018.76,1048.36,980.633,827.507,998.176,821.669,977.805,895.243,965.866
998.309,218.277,995.244,344.971,904.143,344.955,877.571,480.331,833.382,595.058,1074.89,350.711,1104.19,480.322,1133.63,600.892,980.71,586.232,933.518,586.185,910.048,768.648,883.41,951.24,1033.57,586.166,1051.2,783.306,1068.74,974.593,977.782,200.574,1021.64,200.776,954.048,224.077,1039.5,230.029,1095.34,1027.68,1112.99,1018.84,1048.32,980.656,818.768,998.362,815.796,983.579,895.281,968.827
998.296,218.312,995.269,347.777,904.142,344.951,877.578,480.355,833.358,597.889,1077.71,350.772,1104.2,483.142,1130.75,600.846,983.526,592.063,933.609,589.123,910.074,768.667,883.359,951.246,1033.63,589.155,1048.43,786.231,1068.75,974.605,977.75,200.628,1018.92,203.534,954.008,224.193,1039.46,230.136,1095.33,1027.65,1110.15,1018.82,1048.38,980.69,818.796,998.387,815.773,986.439,892.362,968.872
998.267,218.359,995.222,347.782,904.142,344.97,877.494,480.36,830.553,597.823,1074.86,350.722,1104.17,480.231,1130.7,598.091,980.711,595.063,933.537,595.049,912.89,768.736,883.355,951.229,1033.58,594.965,1048.43,783.456,1068.73,974.573,977.731,200.671,1018.9,203.562,954.032,224.196,1039.47,230.132,1095.35,1024.89,1112.99,1018.81,1048.34,980.703,821.622,998.339,815.8,983.551,892.349,968.845
998.339,221.168,995.282,347.796,906.913,344.971,877.5,480.273,830.51,595.002,1074.83,347.858,1101.35,480.274,1130.72,597.996,980.681,595.027,933.544,594.978,910.077,768.738,883.382,951.258,1030.7,594.974,1048.43,783.324,1068.74,971.781,977.774,200.704,1021.66,203.613,954.023,224.197,1039.52,230.083,1095.34,1024.88,1112.96,1018.81,1048.36,980.636,824.605,998.321,815.855,983.529,895.199,968.829
998.334,221.212,995.289,347.757,906.937,344.948,877.472,480.122,830.381,586.183,1074.8,347.813,1101.25,477.286,1133.6,595.077,986.542,595.049,939.385,595.015,910.029,768.773,883.386,951.231,1042.3,595.017,1048.43,783.343,1066.02,971.774,977.763,200.766,1021.64,203.702,954.021,224.271,1039.48,232.997,1095.36,1024.89,1112.98,1018.8,1048.31,980.676,821.648,998.303,815.815,983.535,895.206,968.795
998.302,221.24,995.273,344.969,906.93,344.961,874.648,468.482,821.656,583.222,1074.78,347.768,1101.23,474.292,1136.58,592.092,983.554,595.061,936.472,595.01,912.957,768.782,883.391,951.267,1033.58,594.978,1051.19,783.392,1068.75,971.816,977.743,200.814,1018.91,206.474,954.052,224.334,1039.51,233.004,1095.31,1024.87,1110.13,1018.8,1048.36,980.679,821.692,998.254,818.684,980.665,895.225,968.85
998.264,221.347,995.212,344.858,906.915,344.932,871.735,462.629,815.814,577.277,1072,344.878,1098.43,462.71,1139.41,577.53,980.653,592.062,933.541,589.126,912.866,768.759,883.368,951.224,1030.66,589.146,1048.43,780.421,1068.74,971.686,977.724,203.597,1018.87,206.601,954.01,227.082,1042.31,233.068,1095.35,1024.88,1112.97,1018.79,1048.35,980.577,824.65,998.195,818.772,980.629,892.333,968.86
998.248,224.065,995.323,344.842,906.981,344.9,871.657,456.813,815.747,559.704,1074.83,344.853,1104.18,459.693,1139.6,574.5,980.589,586.199,933.518,583.244,912.859,768.706,883.385,951.212,1027.73,586.201,1048.42,780.504,1068.75,971.706,977.713,203.639,1018.87,209.462,954.005,227.129,1039.48,235.994,1095.3,1024.84,1110.13,1015.95,1048.36,980.565,821.708,998.257,818.689,980.677,892.371,968.827
998.248,224.065,995.323,344.842,906.981,344.9,871.657,456.813,815.747,559.704,1074.83,344.853,1104.18,459.693,1139.6,574.5,980.589,586.199,933.518,583.244,912.859,768.706,883.385,951.212,1027.73,586.201,1048.42,780.504,1068.75,971.706,977.713,203.639,1018.87,209.462,954.005,227.129,1039.48,235.994,1095.3,1024.84,1110.13,1015.95,1048.36,980.565,821.708,998.257,818.689,980.677,892.371,968.827
998.259,224.104,995.247,341.999,907.059,344.822,865.786,453.747,812.919,547.855,1071.91,341.964,1101.34,450.834,1142.43,556.739,980.653,583.284,933.585,580.351,910.057,768.697,883.396,951.23,1027.78,583.258,1048.45,783.399,1068.76,974.581,977.739,206.509,1018.84,212.384,954.069,227.187,1039.39,241.743,1092.52,1024.82,1110.09,1018.75,1048.4,980.678,821.623,998.246,815.857,980.694,895.258,971.673
1001.09,230.072,998.124,339.092,921.714,339.041,883.506,365.595,845.246,356.677,1068.89,341.795,1098.42,371.316,1118.92,362.527,983.575,580.277,933.56,577.383,912.855,771.613,883.41,951.156,1036.49,580.334,1048.43,780.452,1068.73,971.771,980.695,218.269,1021.69,221.185,954.269,227.218,1045.19,241.839,1095.39,1024.85,1112.98,1018.76,1048.36,980.633,827.507,998.176,821.669,977.805,895.243,965.866
998.26,224.157,995.347,342.008,907.156,344.809,865.771,441.935,812.925,527.378,1074.76,341.996,1104.24,436.229,1142.51,536.232,980.632,583.299,933.581,580.371,912.855,765.812,883.39,951.222,1027.74,583.283,1048.38,780.481,1068.73,971.751,977.741,206.584,1018.84,212.451,954.033,227.246,1039.47,238.841,1095.36,1024.83,1112.96,1018.77,1048.39,980.626,824.625,998.269,818.729,980.7,895.224,968.86
998.271,224.22,995.361,341.967,909.962,342.035,862.974,433.148,812.858,506.763,1071.98,341.957,1107.14,433.17,1142.5,518.491,980.637,583.319,933.6,580.388,912.926,765.79,883.418,951.174,1027.7,583.326,1048.42,780.434,1068.72,971.809,977.735,209.493,1018.83,215.334,954.032,230.113,1039.47,238.928,1095.4,1024.8,1112.99,1015.93,1048.37,980.646,824.595,998.272,818.718,980.7,895.257,965.92
998.243,224.264,998.125,341.862,910.057,341.872,862.982,421.367,815.737,486.084,1071.99,341.908,1107.14,415.58,1142.43,497.88,983.578,583.241,936.477,580.333,915.798,765.75,883.402,951.198,1033.55,583.236,1051.2,780.398,1068.77,974.567,977.738,212.366,1018.79,215.378,954.054,227.254,1039.44,235.958,1095.36,1024.81,1112.99,1015.95,1048.43,983.54,821.667,998.255,815.87,980.685,895.214,968.801
998.238,224.283,995.328,341.841,909.915,341.849,871.692,409.716,827.494,459.55,1071.93,341.883,1104.28,409.66,1142.37,477.219,980.682,583.247,933.576,580.361,912.88,765.847,883.401,951.22,1030.59,583.244,1048.43,780.473,1068.73,971.763,977.745,212.423,1018.79,218.245,954.05,227.249,1036.57,238.88,1095.33,1024.82,1110.11,1015.96,1048.39,980.591,821.673,998.274,815.861,983.495,892.366,968.807
998.215,224.329,995.282,339.072,909.943,339.044,877.634,391.969,830.518,436.013,1071.87,341.799,1110.04,403.729,1139.48,453.765,980.636,583.231,933.493,580.313,912.955,765.87,883.403,951.186,1027.81,583.225,1048.37,780.505,1068.73,971.768,977.74,215.287,1018.75,218.29,954.033,233.017,1036.47,241.835,1095.36,1024.78,1110.15,1015.89,1048.36,980.599,824.558,998.258,818.704,980.676,895.223,965.919
998.208,227.09,995.247,341.785,907.12,341.839,859.869,403.711,827.552,415.54,1071.79,341.786,1107.12,391.964,1136.59,433.043,983.522,583.248,933.557,580.383,910.039,768.663,883.411,951.2,1033.54,583.244,1048.28,783.37,1068.77,971.824,977.692,215.387,1015.95,218.317,954.031,233.025,1033.64,241.768,1095.38,1024.82,1112.97,1015.96,1048.43,980.679,818.77,998.244,815.855,980.676,895.244,965.932
998.208,227.09,995.247,341.785,907.12,341.839,859.869,403.711,827.552,415.54,1071.79,341.786,1107.12,391.964,1136.59,433.043,983.522,583.248,933.557,580.383,910.039,768.663,883.411,951.2,1033.54,583.244,1048.28,783.37,1068.77,971.824,977.692,215.387,1015.95,218.317,954.031,233.025,1033.64,241.768,1095.38,1024.82,1112.97,1015.96,1048.43,980.679,818.77,998.244,815.855,980.676,895.244,965.932
998.214,227.113,995.287,339.087,909.954,339.06,839.366,392.02,839.394,380.174,1071.79,341.81,1115.98,394.879,1136.61,415.491,977.785,583.3,930.582,580.396,909.995,765.758,883.413,951.218,1027.68,586.174,1048.27,783.454,1068.73,971.793,977.72,215.374,1015.96,218.297,954.065,230.147,1036.57,241.736,1095.36,1024.79,1112.95,1015.95,1048.37,980.649,818.765,998.234,815.856,980.669,895.285,968.814
998.199,227.111,995.296,339.006,915.878,339.007,851.094,383.06,853.995,359.523,1068.92,341.809,1139.41,415.453,1130.68,386.05,977.81,583.284,930.649,583.245,910.031,765.753,883.417,951.164,1027.71,583.231,1048.3,780.404,1066.01,971.729,977.693,215.365,1015.96,218.295,954.029,230.084,1036.55,241.745,1095.29,1024.76,1110.08,1015.92,1048.39,980.586,821.672,998.213,818.688,980.626,895.269,965.89
998.203,227.074,998.124,339.058,924.624,339.044,883.513,359.599,860.039,338.965,1068.87,339.099,1124.84,383.09,1121.83,362.557,977.753,586.21,930.56,586.173,910.049,765.693,883.433,951.178,1027.64,586.198,1048.27,777.556,1065.99,971.668,977.706,215.293,1018.74,218.256,954.068,230.078,1039.43,238.902,1095.35,1024.77,1110.14,1015.88,1048.3,977.803,818.796,998.219,815.873,980.647,898.131,965.899
1001.08,230.065,998.113,338.993,924.649,338.873,883.532,365.607,845.264,341.985,1068.83,339.077,1092.49,371.38,1115.99,359.508,983.526,580.328,933.551,577.45,912.901,768.757,883.403,951.111,1033.56,580.348,1048.45,780.452,1068.75,974.572,980.692,218.276,1021.68,221.203,957.007,227.238,1042.47,241.895,1095.36,1024.83,1110.15,1018.77,1048.4,980.666,824.614,998.173,818.768,980.57,895.246,962.972
