983.499,218.231,992.382,344.85,906.928,347.84,886.372,483.178,871.722,601.036,1071.9,342.002,1098.39,474.384,1092.56,592.042,977.773,583.256,930.535,580.287,927.445,765.763,904.124,954.094,1024.9,586.205,1042.41,771.641,1045.45,954.25,971.807,197.814,1004.15,200.633,951.088,218.317,1030.68,224.233,1071.82,1021.73,1089.49,1007.05,1027.75,968.806,859.969,1007.17,851.06,998.214,910.052,971.698
933.629,165.291,930.671,315.505,839.282,312.425,789.285,388.946,795.2,380.163,1024.72,321.315,1065.87,459.664,1101.32,580.372,948.232,589.122,889.331,595.008,886.48,801.085,886.393,1013,1001.23,580.306,1033.58,777.545,998.22,945.333,921.67,150.441,959.965,153.423,883.619,174.081,980.626,185.938,1021.74,1042.46,1033.62,1027.77,977.643,951.035,836.464,1074.79,0,0,904.056,1024.77
933.538,165.318,930.655,318.265,836.431,315.364,795.144,389.002,795.167,383.168,1024.75,321.307,1068.78,459.649,1110.05,580.337,948.253,589.133,886.464,592.13,898.234,801.065,886.42,1012.99,1001.36,580.356,1033.63,786.35,998.144,945.307,918.76,150.461,957.113,153.428,883.589,174.071,980.59,185.905,1018.9,1045.2,1030.69,1027.75,977.609,948.242,839.282,1074.8,0,0,904.054,1024.74
933.496,165.318,930.626,315.529,836.348,315.278,792.319,412.465,795.173,389.04,1024.77,321.265,1068.97,459.732,1112.99,586.238,948.197,594.983,886.41,597.897,886.435,795.143,886.427,1010.06,1001.3,583.32,1030.6,789.244,998.111,951.135,918.77,150.452,957.053,153.444,883.614,174.074,980.631,183.064,1018.84,1045.31,1030.7,1030.67,977.656,951.278,839.384,1074.8,0,0,904.085,1024.64
933.557,162.351,930.679,315.534,836.357,315.456,795.19,447.837,789.439,412.506,1024.85,318.453,1071.82,462.576,1116.02,592.067,948.186,583.267,886.408,589.12,889.333,801.092,886.425,1010.07,1001.29,577.451,1030.59,789.343,998.234,954.24,918.789,147.715,957.096,150.685,883.622,174.04,980.657,183.055,1021.81,1042.36,1036.55,1027.65,977.676,960.027,842.234,1074.8,0,0,904.125,1024.63
936.427,162.336,933.566,318.253,836.517,315.498,804.025,456.679,0,0,1027.73,318.498,1071.98,459.806,1118.93,595.02,951.012,594.992,889.412,597.922,895.246,806.978,886.397,1013.03,1001.32,586.244,1024.74,806.931,1001.09,965.872,921.707,147.675,959.979,150.697,886.38,174.051,983.588,183.023,1021.86,1048.45,1039.43,1045.29,980.562,971.712,842.284,1074.81,836.329,1048.28,904.049,1024.73
939.374,165.27,936.408,318.35,839.349,318.367,795.221,474.331,792.198,530.281,1030.68,321.273,1074.89,462.68,1121.9,597.913,948.208,598.022,886.407,600.963,886.507,809.961,886.442,1010.08,1001.32,595.063,1021.86,809.932,1001.28,977.717,924.584,150.455,962.957,153.47,886.499,174.248,989.436,188.812,1030.62,1051.32,1045.33,1045.34,986.449,983.56,842.258,1074.8,836.319,1048.27,904.113,1021.92
945.214,168.198,942.339,318.27,848.148,315.549,812.847,418.486,789.433,500.889,1036.56,318.459,1080.7,459.747,1124.89,600.826,951.029,600.977,886.488,603.861,886.409,815.748,886.447,1012.94,1004.14,598.042,1021.94,821.661,1004.23,986.473,927.493,150.507,968.851,153.555,895.205,174.094,995.285,188.806,1033.56,1054.24,1048.24,1045.45,992.413,995.333,842.266,1074.81,836.343,1048.29,904.134,1021.91
945.214,168.198,942.339,318.27,848.148,315.549,812.847,418.486,789.433,500.889,1036.56,318.459,1080.7,459.747,1124.89,600.826,951.029,600.977,886.488,603.861,886.409,815.748,886.447,1012.94,1004.14,598.042,1021.94,821.661,1004.23,986.473,927.493,150.507,968.851,153.555,895.205,174.094,995.285,188.806,1033.56,1054.24,1048.24,1045.45,992.413,995.333,842.266,1074.81,836.343,1048.29,904.134,1021.91
951.06,168.255,948.275,318.387,853.991,318.356,815.831,433.177,792.318,527.458,1045.26,321.264,1089.46,462.594,1133.67,601.003,951.026,603.889,889.377,603.872,886.435,809.966,886.498,1015.87,1004.13,600.991,1021.71,815.813,1015.84,1004.15,930.434,150.583,974.604,153.553,903.951,174.065,998.317,188.868,1024.77,1057.14,0,0,998.298,1015.97,845.194,1074.81,836.409,1048.3,904.161,1024.65
953.981,171.198,951.214,318.394,856.889,318.472,824.633,441.988,792.334,553.889,1045.46,318.408,1089.53,459.768,1136.53,601.077,951.168,603.874,892.353,603.84,892.334,810.006,886.493,1015.96,1007.11,600.977,1021.83,827.511,1021.67,1015.95,930.714,150.684,977.53,153.648,906.948,174.161,1001.27,188.831,1024.68,1051.29,1045.36,1048.27,1004.15,1024.67,842.299,1074.81,836.381,1048.29,906.909,1024.84
1021.67,206.494,1021.84,338.952,939.438,341.985,915.877,471.427,883.496,574.541,1101.24,335.997,1136.63,415.519,1121.88,433.192,986.551,571.418,942.344,556.761,880.427,709.746,930.525,856.89,1036.53,577.335,1030.66,783.296,1021.82,962.967,1001.23,194.669,1042.34,197.65,977.678,212.398,1068.79,221.274,1045.39,1024.74,1065.9,1015.93,1001.31,977.56,889.381,933.497,880.412,924.711,951.195,859.849
954.289,173.985,954.28,318.474,860.016,321.286,833.393,456.759,798.117,580.333,1051.24,318.478,1095.32,465.511,1139.5,603.845,954.153,600.905,901.116,600.921,886.539,815.823,886.454,1018.84,1013.01,600.872,1024.62,833.319,1021.69,1007.11,939.396,153.47,980.555,153.719,910.009,176.992,1007.12,191.822,1018.86,1048.5,1042.35,1048.25,1004.17,1021.75,839.373,1074.81,836.313,1048.3,904.128,1024.9
