sensor,9y
1.098039216,338.49
1.078431373,343.679
0.960784314,347.571
0.882352941,350.223
0.68627451,354.14
0.196078431,358.058
0.137254902,354.12
0.098039216,358.064
0.058823529,355.449
0.039215686,351.499
0.058823529,337.167
0.039215686,335.833
0.058823529,325.442
0.058823529,320.198
0.058823529,301.911
0.058823529,308.456
0.117647059,292.801
0.37254902,279.738
0.470588235,262.778
0.784313725,258.894
0.901960784,249.723
1.078431373,241.92
1.098039216,232.767
1.098039216,234.088
1.078431373,234.087
1.098039216,236.703
1.117647059,236.037
1.098039216,235.371
1.117647059,236.708
1.117647059,235.364
1.117647059,237.972
1.117647059,236.682
1.117647059,243.197
1.117647059,244.499
1.098039216,249.756
1.098039216,258.851
1.098039216,270.597
1.117647059,274.525
1.098039216,290.211
1.098039216,281.05
1.078431373,300.645
0.941176471,316.261
0.882352941,331.961
0.647058824,335.862
0.352941176,343.693
0.098039216,351.537
0.058823529,356.721
0.058823529,363.258
0.058823529,360.652
0.058823529,361.966
0.039215686,363.281
0.058823529,356.73
0.039215686,358.048
0.078431373,350.218
0.117647059,341.091
0.156862745,331.96
0.294117647,320.193
0.784313725,300.627
0.921568627,291.516
1,275.828
1.058823529,271.919
1.098039216,260.183
1.098039216,254.976
1.098039216,240.618
1.117647059,236.692
1.117647059,231.453
1.098039216,232.777
1.117647059,236.693
1.117647059,232.765
1.117647059,236.697
1.117647059,234.08
1.117647059,236.044
1.117647059,238.008
1.098039216,238.006
1.117647059,236.706
1.098039216,236.697
1.117647059,243.207
1.098039216,239.322
1.117647059,251.021
1.098039216,257.551
1.078431373,265.409
0.745098039,278.421
0.431372549,261.467
0.235294118,282.379
0.137254902,292.794
0.058823529,301.937
0.058823529,315.002
0.058823529,328.032
0.058823529,335.883
0.039215686,350.21
0.058823529,351.548
0.039215686,358.035
0.039215686,359.351
0.294117647,359.363
0.431372549,359.374
0.745098039,359.349
0.901960784,356.727
1.078431373,356.757
1.078431373,352.848
1.098039216,338.462
1.098039216,334.534
1.117647059,308.456
1.117647059,301.928
1.117647059,284.943
1.117647059,249.721
1.117647059,266.714
1.117647059,258.879
1.117647059,247.109
1.117647059,241.885
1.117647059,235.373
1.117647059,228.841
1.117647059,231.472
1.117647059,235.396
1.117647059,231.469
1.098039216,237.975
1.117647059,245.832
1.098039216,238.011
0.941176471,237.993
0.843137255,236.674
0.588235294,236.709
0.31372549,237.971
0.058823529,237.971
0.058823529,241.884
0.039215686,251.037
0.058823529,266.685
0.058823529,278.433
0.058823529,281.053
0.039215686,283.674
0.058823529,301.909
0.039215686,314.987
0.039215686,333.268
0.058823529,342.392
0.098039216,346.318
0.352941176,355.438
0.588235294,359.319
0.764705882,363.242
0.960784314,368.471
1.078431373,368.477
1.117647059,368.48
1.098039216,368.488
1.117647059,371.105
1.117647059,367.16
1.117647059,364.55
1.117647059,363.261
1.137254902,356.758
1.117647059,348.927
1.098039216,339.763
1.117647059,315.004
1.117647059,307.172
1.117647059,297.383
1.117647059,287.594
1.137254902,278.429
1.117647059,262.781
1.137254902,252.339
1.117647059,245.814
1.098039216,235.393
1.098039216,230.139
0.823529412,235.363
0.568627451,228.857
0.31372549,232.76
0.176470588,239.276
0.058823529,232.755
0.039215686,234.061
0.058823529,232.752
0.039215686,235.384
0.039215686,236.694
0.039215686,241.892
0.058823529,252.355
0.058823529,265.384
0.058823529,269.298
0.058823529,282.35
0.098039216,286.26
0.196078431,290.169
0.725490196,308.472
0.921568627,313.698
1,334.582
1.098039216,351.51
1.117647059,355.414
1.098039216,355.439
1.117647059,358.061
1.137254902,360.655
1.117647059,360.685
1.137254902,365.23
1.137254902,369.775
1.137254902,359.356
1.156862745,359.313
1.137254902,342.396
1.137254902,341.067
1.137254902,326.74
1.137254902,320.207
1.137254902,312.387
1.137254902,294.083
1.117647059,283.67
1.137254902,276.49
1.137254902,269.31
1.137254902,262.792
1.137254902,245.833
1.098039216,236.664
1,232.76
0.823529412,224.944
0.392156863,227.563
0.078431373,230.156
0.039215686,231.457
0.058823529,230.17
0.058823529,239.285
0.058823529,228.857
0.058823529,228.849
0.039215686,237.991
0.039215686,231.466
0.098039216,243.201
0.254901961,256.277
0.37254902,256.272
0.568627451,273.233
1.078431373,279.723
1.117647059,303.238
1.117647059,307.155
1.117647059,311.072
1.137254902,334.549
1.137254902,344.988
1.137254902,354.117
1.156862745,355.415
1.137254902,369.803
1.137254902,361.969
1.137254902,360.681
1.137254902,363.279
1.137254902,360.677
1.137254902,360.013
1.156862745,359.349
1.156862745,356.758
1.117647059,354.148
1.137254902,331.977
1.137254902,325.443
1.137254902,312.363
1.137254902,296.724
1.117647059,286.296
1.117647059,269.335
1.058823529,261.484
0.31372549,238.02
0.215686275,245.824
0.137254902,239.303
0.098039216,232.764
0.078431373,231.458
0.058823529,236.685
0.058823529,236.711
0.039215686,235.379
0.039215686,236.681
0.058823529,234.088
0.078431373,235.384
0.196078431,240.614
0.68627451,235.374
0.784313725,236.684
1.019607843,238.005
1.117647059,241.907
1.137254902,244.509
1.137254902,252.326
1.137254902,264.089
1.137254902,271.932
1.137254902,282.362
1.156862745,290.178
1.156862745,312.347
1.156862745,318.887
1.137254902,325.428
1.137254902,347.613
1.137254902,354.121
1.156862745,360.67
1.137254902,356.761
1.156862745,373.726
1.156862745,371.099
1.156862745,369.792
1.137254902,361.928
1.117647059,354.114
1.137254902,359.341
1.117647059,364.569
0.921568627,350.211
0.725490196,335.887
0.411764706,309.788
0.235294118,294.073
0.058823529,286.248
0.078431373,274.537
0.058823529,266.68
0.058823529,252.325
0.039215686,249.712
0.058823529,248.441
0.058823529,239.28
0.058823529,235.391
0.176470588,234.089
0.215686275,235.381
0.411764706,237.983
0.509803922,238.009
1.058823529,237.999
1.117647059,239.29
1.137254902,237.97
1.137254902,241.908
1.137254902,256.25
1.156862745,251.027
1.137254902,258.877
1.137254902,265.394
1.137254902,277.16
1.156862745,284.958
1.156862745,299.328
1.156862745,307.159
1.156862745,326.7
1.137254902,339.772
1.137254902,343.682
1.137254902,344.323
1.137254902,344.965
1.156862745,354.132
1.156862745,356.756
1.137254902,356.753
1.058823529,360.679
0.941176471,356.716
0.823529412,355.436
0.588235294,348.895
0.176470588,343.719
0.137254902,343.67
0.098039216,337.821
0.098039216,331.971
0.078431373,309.777
0.058823529,291.503
0.078431373,282.385
0.058823529,264.075
0.137254902,257.565
0.196078431,244.522
0.333333333,243.219
0.450980392,239.297
1.019607843,240.579
1.117647059,239.937
1.098039216,239.295
1.137254902,236.682
1.137254902,234.06
1.156862745,234.086
1.156862745,235.376
1.156862745,234.057
1.156862745,239.322
1.137254902,239.282
1.156862745,251.034
1.137254902,248.418
1.156862745,283.67
1.156862745,264.071
1.156862745,275.832
1.137254902,288.895
1.137254902,308.469
1.156862745,324.127
1.137254902,342.371
1.156862745,342.37
1.117647059,351.543
1.117647059,363.258
1,371.065
0.901960784,373.037
0.235294118,375.009
0.137254902,378.939
0.117647059,373.697
0.078431373,365.885
0.058823529,363.243
0.039215686,345.022
0.058823529,333.234
0.058823529,322.791
0.058823529,317.597
0.098039216,291.518
0.196078431,294.123
0.352941176,289.549
0.921568627,284.975
1.058823529,271.936
1.117647059,257.564
1.137254902,247.106
1.156862745,236.683
1.117647059,237.983
1.137254902,231.46
1.137254902,235.389
1.156862745,235.388
1.156862745,240.603
1.156862745,238.654
1.137254902,236.705
1.137254902,234.088
1.156862745,236.671
1.137254902,238.014
1.156862745,243.21
1.156862745,241.923
1.137254902,257.546
1.156862745,258.867
1.156862745,278.428
1.137254902,283.655
1.117647059,313.645
1.078431373,301.919
0.921568627,317.601
0.294117647,330.659
0.176470588,344.975
0.117647059,345.006
0.078431373,360.641
0.039215686,364.583
0.058823529,372.413
0.039215686,369.8
0.058823529,373.677
0.058823529,342.382
0.117647059,361.977
0.176470588,355.414
0.37254902,352.808
0.901960784,334.553
0.960784314,321.516
1.058823529,304.53
1.117647059,292.805
1.156862745,278.443
1.156862745,270.61
1.156862745,258.865
1.137254902,249.746
1.137254902,240.628
1.156862745,240.614
1.137254902,232.793
1.156862745,232.771
1.176470588,240.622
1.176470588,239.283
1.156862745,239.283
1.176470588,243.208
1.156862745,240.596
1.137254902,248.427
1.156862745,249.07
1.137254902,249.713
1.117647059,252.336
1.058823529,256.249
0.960784314,273.199
0.843137255,287.561
0.254901961,292.813
0.176470588,312.347
0.117647059,322.818
0.098039216,347.62
0.058823529,351.536
0.078431373,346.302
0.058823529,359.33
0.058823529,364.586
0.137254902,363.259
0.274509804,363.273
0.411764706,373.727
0.549019608,359.366
1.058823529,343.679
1.117647059,342.384
1.137254902,328.023
1.156862745,321.509
1.156862745,307.168
1.176470588,292.826
1.156862745,286.277
1.176470588,270.59
1.176470588,256.244
1.176470588,249.762
1.156862745,240.593
1.176470588,236.697
1.176470588,232.769
1.156862745,235.381
1.176470588,236.685
1.156862745,236.688
1.137254902,236.69
1.137254902,238.006
1.078431373,235.361
1.039215686,236.697
0.647058824,237.972
0.392156863,243.213
0.215686275,241.905
0.156862745,253.654
0.078431373,257.568
0.078431373,277.154
0.058823529,277.81
0.058823529,278.467
0.058823529,292.823
0.039215686,314.952
0.058823529,328.022
0.039215686,338.457
0.235294118,350.19
0.31372549,355.415
0.529411765,359.38
0.745098039,364.547
1.137254902,368.488
1.137254902,347.597
1.137254902,359.986
1.156862745,372.375
1.176470588,368.479
1.176470588,363.274
1.156862745,360.639
1.176470588,359.338
1.176470588,352.841
1.156862745,342.407
1.176470588,363.274
1.156862745,346.313
1.176470588,334.564
1.156862745,344.982
1.176470588,322.788
1.176470588,311.098
1.156862745,307.147
1.156862745,294.101
1.137254902,282.376
1.137254902,274.51
1.058823529,273.201
0.941176471,271.892
0.745098039,260.171
0.470588235,252.316
0.098039216,252.324
0.058823529,244.512
0.058823529,241.884
0.058823529,236.707
0.058823529,240.597
0.058823529,237.995
0.058823529,237.971
0.058823529,238.005
