sensor	3y	4y
6495		
6472		
6502		
6620		
5716		
5377		
6426		
4490		
4897		
5294		
5575		
6040		
6252		
6383		
6355		
5406		
6222		
4359		
5499		
7286		
6763		
5700		
6056		
6323		
8336		
3532		
1189		
1000		
694		
469		
331		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
317		
446		
601		
870		
1061		
1182		
1294		
1679		
1933		
2295		
5822		
7156		
9976		
9811		
11824		
9777		
11307		
9624		
12239		
12151		
10317		
9669		
11762		
9554		
11938		
10935		
11149		
8709		
6872		
7084		
8732		
6080		
7750		
11319		
9872		
11801		
6249		
1622		
1224		
1023		
690		
456		
359		
260		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
286		
441		
569		
827		
1162		
1366		
1734		
1795		
2334		
4554		
5940		
3758		
5115		
4537		
3743		
3863		
3680		
3554		
5299		
4885		
6091		
5260		
4677		
3770		
3806		
4014		
5291		
5352		
4513		
5344		
7683		
10018		
7450		
10152		
5397		
1517		
1350		
1160		
581		
380		
264		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
269		
387		
587		
845		
1174		
1481		
1779		
2162		
2573		
3529		
8007		
8673		
6835		
6844		
6849		
7777		
8881		
12081		
11625		
10186		
9629		
10804		
10713		
13988		
13588		
13391		
13660		
13584		
14103		
14017		
13659		
10279		
12847		
13463		
13566		
11938		
14197		
5640		
1528		
1337		
732		
463		
320		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
276		
375		
472		
571		
817		
1095		
1395		
1648		
1777		
2669		
2531		
7680		
6272		
4746		
4619		
4123		
3423		
3844		
4598		
5968		
6671		
5840		
6270		
8728		
9686		
7967		
7746		
7377		
7432		
6994		
10316		
11471		
12973		
11058		
9908		
13154		
1569		
1401		
809		
498		
352		
259		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
319		
400		
604		
843		
1029		
1369		
1697		
1939		
2265		
2531		
7487		
7355		
5791		
3950		
5696		
6703		
15312		
11775		
11850		
9398		
11666		
11846		
11776		
11218		
11956		
12267		
12409		
12164		
12094		
10894		
13266		
11901		
12261		
8719		
9453		
12504		
2273		
1420		
776		
479		
310		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
319		
467		
647		
885		
1097		
1251		
1577		
1795		
2142		
3431		
4822		
5479		
4540		
4157		
5991		
5712		
7596		
9091		
11625		
12159		
10786		
13000		
13156		
12945		
13332		
13870		
13958		
9207		
15189		
12241		
14081		
10433		
11195		
7875		
7069		
1611		
1347		
809		
519		
356		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
269		
363		
535		
751		
852		
1152		
1405		
1713		
2003		
2719		
5098		
8483		
6419		
5468		
5639		
3962		
4287		
7326		
11633		
10241		
11495		
10127		
8441		
9064		
9492		
9659		
8779		
8332		
7666		
8787		
9054		
10136		
10128		
10196		
11020		
7930		
1823		
1459		
965		
567		
391		
265		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
366		
515		
724		
834		
958		
1223		
1649		
1983		
2972		
5440		
5193		
4239		
4371		
6154		
12244		
12377		
13444		
10879		
9595		
8802		
8868		
9031		
9083		
9074		
8792		
8974		
9058		
9519		
9713		
9677		
9363		
8868		
8421		
9116		
9312		
1571		
1337		
1025		
692		
499		
383		
305		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
262		
401		
669		
787		
999		
1411		
2066		
2831		
2823		
3674		
5718		
3925		
4010		
4281		
3791		
3777		
5140		
7041		
7150		
10520		
8996		
8944		
9659		
8217		
8255		
7623		
7708		
7477		
8133		
8586		
10062		
11189		
10969		
10016		
9744		
11023		
10796		
8666		
10645		
5834		
1584		
1055		
556		
367		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
268		
435		
634		
894		
1177		
1526		
1822		
2545		
5337		
4294		
3354		
5494		
9056		
10919		
11483		
10068		
10617		
9118		
10694		
10983		
13870		
13637		
13288		
12774		
12506		
10912		
10702		
9938		
11184		
11197		
12437		
11021		
11021		
1732		
1558		
1230		
854		
597		
451		
339		
260		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
281		
516		
777		
985		
1410		
1927		
3885		
11242		
13740		
11414		
11263		
10009		
13946		
7930		
16516		
16304		
12241		
10954		
14165		
12126		
10566		
12142		
10771		
11599		
12247		
9286		
9148		
7387		
5598		
4942		
1539		
1450		
689		
426		
288		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
299		
476		
616		
841		
1030		
1252		
1605		
2187		
2938		
6635		
7781		
9565		
9783		
15924		
15116		
15288		
14165		
14320		
13052		
13119		
12643		
8166		
6813		
7287		
11234		
9845		
13516		
8713		
13853		
15022		
16150		
12849		
8600		
9472		
10693		
10553		
1447		
763		
485		
339		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
273		
437		
582		
760		
985		
1238		
1624		
2249		
4633		
3537		
3541		
3413		
7337		
11620		
10819		
11058		
11335		
10502		
9839		
11557		
10793		
11201		
10882		
10601		
7909		
7833		
8768		
8276		
9539		
10051		
9034		
9682		
8038		
7789		
7411		
6613		
1715		
1406		
830		
489		
341		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
392		
575		
820		
1047		
1285		
1736		
2116		
2837		
5193		
7648		
9270		
10923		
9727		
12719		
11860		
13615		
9738		
11302		
10700		
8143		
10982		
10708		
10209		
10923		
11050		
11839		
12141		
12111		
9077		
10945		
9664		
9122		
8893		
5131		
4449		
1448		
858		
556		
396		
266		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
266		
433		
636		
900		
1120		
1383		
1544		
1929		
3727		
7300		
8751		
13325		
15482		
11334		
11348		
12410		
12685		
12956		
8137		
9589		
8271		
7400		
8471		
8358		
8235		
7542		
6543		
7051		
7630		
10835		
10828		
10146		
10034		
7959		
7726		
7280		
2416		
1446		
961		
591		
438		
322		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
295		
447		
703		
946		
1161		
1441		
1796		
2283		
2908		
3864		
4710		
4505		
3803		
4561		
3889		
3905		
4585		
5706		
4977		
5495		
5206		
3484		
3032		
2939		
2954		
3106		
3398		
3782		
6690		
8406		
11969		
12760		
13396		
7409		
7551		
1657		
1431		
668		
383		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
291		
479		
711		
960		
1262		
1681		
1860		
2434		
3851		
7581		
9906		
9255		
11962		
12065		
13038		
13258		
12069		
12630		
11916		
10130		
10842		
12518		
13103		
9071		
9354		
11123		
11108		
11265		
11567		
13271		
11186		
11900		
12295		
6368		
8444		
7812		
1591		
1368		
881		
523		
382		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
262		
415		
656		
884		
1051		
1344		
1604		
1835		
2979		
3556		
8929		
8592		
11276		
10727		
11120		
12216		
12682		
12030		
13111		
11669		
10930		
10013		
9904		
8292		
11371		
11609		
9393		
9960		
10620		
11179		
11088		
12906		
9831		
8539		
8920		
5840		
9278		
1568		
1350		
926		
578		
426		
321		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
317		
490		
696		
960		
1171		
1343		
1657		
1837		
2801		
3817		
6492		
5270		
6464		
4224		
3786		
3798		
4054		
6466		
8929		
8443		
10866		
8211		
7573		
8402		
6983		
6881		
5750		
6929		
7575		
11620		
13991		
13376		
12174		
10897		
9358		
