995.317,221.1,998.246,344.949,907.075,344.818,895.231,480.32,871.679,597.914,1086.58,350.773,1098.41,480.264,1095.42,589.112,989.47,583.24,939.405,580.286,912.926,765.846,886.543,951.23,1042.33,583.267,1039.51,768.671,1042.42,954.185,977.585,200.578,1018.79,200.748,954.036,218.313,1042.44,224.237,1068.78,1018.9,1077.72,1004.16,1024.77,968.84,848.114,1001.33,836.357,992.346,903.951,962.913
948.102,209.485,945.291,333.044,856.937,318.44,836.556,436.161,862.869,356.574,1027.69,341.907,1057.12,459.598,1071.86,559.668,945.324,568.541,895.192,571.533,880.473,768.759,886.421,951.14,998.128,559.769,1057.15,695.236,1024.87,874.6,927.633,194.697,965.861,197.616,903.921,206.549,986.454,221.078,1045.32,971.807,1065.87,959.964,1007.12,880.454,853.97,1004.27,836.495,998.149,904.042,957.17
945.256,206.606,936.516,327.233,853.942,318.519,839.411,427.314,865.873,333.066,1027.64,338.988,1051.22,456.632,1071.74,550.892,939.448,559.721,886.477,565.62,883.374,765.813,886.393,951.247,995.237,553.898,1057.09,689.195,1024.71,859.897,927.595,191.813,962.926,197.553,901.184,203.597,983.56,215.392,1036.5,957.12,1054.15,951.169,1004.18,865.781,851.104,1007.06,836.458,998.179,904.015,962.95
945.217,206.532,936.408,324.324,851.035,318.5,842.237,421.369,868.788,321.345,1024.85,338.883,1048.47,453.802,1069.01,550.856,939.389,556.832,886.447,562.704,883.47,762.895,886.364,951.147,992.409,553.841,1051.34,680.437,1021.87,854.09,927.516,191.784,962.942,194.76,901.112,203.576,983.613,215.318,1027.72,948.139,1048.36,933.489,1001.26,859.897,851.111,1004.2,836.456,995.354,903.94,960.022
945.212,203.704,939.404,327.157,853.997,318.493,839.404,415.577,877.48,318.353,1024.88,338.938,1048.4,453.737,1069,550.816,939.386,556.779,886.518,559.726,883.562,762.849,883.651,954.014,992.393,553.802,1048.22,683.355,1021.74,848.135,927.516,191.804,962.937,194.766,901.123,203.637,983.527,215.365,1024.76,945.319,1045.39,930.662,1001.19,854.085,845.266,1004.21,836.371,995.352,903.974,968.817
945.22,203.704,936.446,330.168,851.035,321.378,839.442,427.301,874.605,324.297,1024.84,338.999,1048.44,456.643,1071.8,550.918,945.323,559.698,895.297,562.693,883.574,762.756,886.372,951.178,995.355,553.916,1048.23,692.074,1021.65,848.14,927.532,191.773,962.944,194.803,901.12,203.67,983.553,218.202,1024.76,942.281,1045.39,930.496,998.379,856.844,851.081,1004.17,836.453,995.321,903.942,962.929
948.15,206.546,945.232,335.97,856.975,324.249,836.528,444.987,862.986,365.613,1027.67,341.868,1051.36,462.588,1074.76,568.548,948.197,565.64,898.18,568.519,883.587,765.766,886.379,951.229,998.26,565.595,1045.25,715.663,1018.85,862.885,927.672,194.661,965.903,197.603,903.958,203.712,983.613,218.335,1021.89,951.065,1045.28,939.377,1001.13,871.723,848.152,1007.06,836.435,998.133,903.983,965.855
950.996,206.51,945.261,338.887,856.983,333.137,839.275,456.764,874.577,389.056,1027.71,341.905,1060.08,468.473,1074.82,574.553,945.235,574.43,892.33,577.304,886.45,768.678,886.38,951.259,998.127,571.497,1042.4,739.145,1021.65,877.611,930.472,194.645,968.86,197.606,904.072,209.474,989.39,221.208,1021.87,957.074,1045.28,951.141,1001.23,883.366,848.13,1004.27,836.422,995.368,903.952,965.898
951.186,209.46,948.144,338.983,857.012,336.063,836.463,465.608,871.734,424.363,1030.65,342.022,1065.9,474.376,1074.88,580.283,939.412,577.47,886.483,580.308,883.573,768.652,886.407,951.257,995.329,577.383,1042.33,751.063,1021.69,892.327,930.635,194.815,974.544,197.706,904.164,209.508,995.301,221.25,1024.84,977.596,1045.44,968.805,1001.26,901.099,851.063,1004.23,836.442,995.364,904.023,965.843
954.074,212.463,951.149,339.076,859.947,338.958,839.41,462.574,871.695,503.773,1036.56,342.056,1068.82,474.376,1077.73,580.401,951.011,589.132,898.217,589.134,883.46,777.486,886.407,951.235,1001.1,583.303,1036.49,765.708,1021.75,909.985,936.412,197.59,974.783,197.788,907.169,209.53,998.277,221.303,1024.84,1001.21,1048.18,995.24,1001.27,918.749,845.237,1007.13,836.384,998.211,904.058,960.016
