lh,rh,ls,rs,w,ll,rl,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,22x,22y,23x,23y,24x,24y
362,0,5054,2648,583,10730,21443,998.392,380.158,1001.07,489.113,915.896,486.187,874.64,621.619,836.358,739.336,1089.4,497.848,1113.08,621.441,1136.56,742.18,977.808,686.223,930.553,680.362,871.696,798.166,886.416,954.025,1030.63,689.18,1092.47,809.796,1065.92,962.916,980.579,359.569,1021.76,362.437,954.078,362.629,1045.42,368.366,1092.32,1024.78,1104.23,1015.95,1045.42,974.577,856.899,1012.93,839.37,998.28,903.989,957.131
356,0,4805,2769,602,10818,21389,998.352,386.03,998.399,500.798,912.987,497.896,874.621,624.452,836.355,742.347,1086.61,503.756,1113.1,624.522,1136.49,748.045,977.668,689.212,927.629,683.337,868.793,803.992,886.371,954.098,1030.6,692.183,1092.51,809.993,1065.84,959.986,977.823,362.652,1021.75,365.451,954.03,368.442,1045.41,380.119,1089.54,1024.75,1101.35,1015.92,1045.37,971.713,856.828,1012.99,839.35,998.309,903.971,960.014
402,0,4121,3179,602,10023,21511,998.251,388.977,998.328,503.798,912.933,503.694,877.48,627.43,836.319,748.073,1086.48,506.731,1113.06,627.46,1133.65,751.007,977.808,692.188,930.461,689.262,871.651,798.161,886.406,954.111,1030.71,695.006,1092.47,812.814,1063.01,962.913,977.755,365.626,1018.92,368.482,953.998,374.345,1045.29,386.023,1089.49,1024.71,1101.29,1015.87,1045.35,971.81,856.969,1012.93,842.236,998.308,903.985,960.012
340,0,4393,2979,592,9777,21539,998.199,392.035,998.251,506.674,912.902,503.859,877.5,627.481,836.287,753.946,1083.61,509.71,1113.09,639.161,1133.61,762.746,977.704,695.017,927.75,692.135,868.73,798.108,886.383,954.154,1027.7,695.099,1092.42,812.86,1063.04,957.165,977.685,371.425,1018.84,377.251,951.286,383.082,1045.28,386.133,1089.53,1024.76,1101.33,1015.92,1045.35,971.681,856.98,1012.95,842.248,998.327,903.966,960.052
338,0,4368,2962,576,8748,21539,998.125,397.79,998.194,506.831,910.028,506.698,874.65,636.241,836.258,759.776,1080.68,512.627,1112.98,642.074,1133.61,762.717,977.783,695.119,930.524,692.197,871.711,798.141,886.394,954.11,1027.77,695.204,1092.43,812.809,1063.05,957.15,977.642,380.142,1018.74,383.088,951.267,386.034,1042.41,389.106,1089.51,1024.76,1101.3,1015.93,1045.33,968.848,857.044,1010.03,842.31,998.297,903.938,960.011
333,0,4602,2955,566,8681,21544,995.333,397.828,998.114,509.676,909.954,506.854,871.75,642.048,836.27,759.884,1077.79,512.647,1113,644.933,1133.69,762.834,977.802,695.189,930.544,695.024,868.771,798.109,886.414,954.094,1027.81,695.233,1092.51,812.975,1063.01,959.959,977.563,380.161,1015.89,383.146,951.175,386.128,1042.32,389.145,1089.46,1024.75,1101.26,1015.91,1045.31,968.845,857.056,1007.17,845.167,998.248,903.972,959.992
333,0,5770,2994,555,8314,21427,995.353,271.2,998.343,383.109,912.871,380.181,883.404,509.657,857.029,627.467,1086.52,386.039,1104.2,509.722,1116.02,630.328,989.373,612.69,930.653,603.838,898.209,786.45,886.501,951.185,1045.26,618.621,1068.74,795.13,1065.97,962.984,977.575,247.86,1015.93,250.627,951.252,250.746,1045.25,262.376,1083.66,1024.64,1098.38,1012.95,1048.35,974.696,854.085,1009.99,839.343,998.187,903.969,957.041
334,0,5844,3045,548,7756,21478,995.239,394.925,998.082,506.781,909.932,506.736,874.573,636.262,836.282,759.867,1077.7,509.667,1110.09,642.073,1133.63,762.742,977.753,695.118,930.481,692.217,871.726,798.134,886.434,954.116,1027.75,695.187,1092.41,812.839,1065.85,960.025,974.788,377.24,1013.02,383.031,951.113,385.977,1042.35,389.094,1089.5,1024.79,1101.3,1015.95,1045.37,971.767,856.92,1010.09,839.399,998.278,904.002,960.055
326,0,6756,3069,538,7694,21501,995.202,392.031,995.309,506.616,907.151,506.626,871.738,630.4,833.538,756.874,1074.83,506.752,1110.14,636.271,1133.57,759.901,977.811,695.08,930.509,692.213,868.793,801.043,886.468,954.122,1030.64,695.14,1092.42,812.818,1065.88,957.113,974.73,374.263,1012.96,377.243,951.019,383.15,1042.32,388.93,1089.41,1024.73,1101.27,1015.89,1045.4,968.808,856.968,1013.01,842.272,998.339,904.043,960.037
311,0,6181,3099,537,8084,21529,992.422,386.149,998.093,503.73,907.105,503.792,871.738,627.469,833.513,748.09,1077.68,503.841,1110.11,630.349,1130.75,753.979,977.689,692.075,927.665,689.226,871.737,803.975,886.392,954.071,1027.72,692.207,1092.42,812.775,1065.87,957.148,974.83,365.442,1012.94,365.628,951.066,371.372,1039.4,385.971,1089.43,1024.74,1101.26,1015.88,1045.38,968.869,856.926,1010.06,839.406,998.254,903.953,959.971
292,0,5262,3092,536,8172,21538,992.306,383.117,998.117,497.843,909.989,494.963,871.684,624.413,833.468,742.326,1074.82,497.945,1112.93,624.465,1130.72,742.267,977.694,686.322,927.748,683.323,871.7,804.028,886.397,954.044,1027.69,689.252,1092.37,806.93,1065.85,959.956,974.71,362.486,1010,362.643,951.044,365.588,1036.5,377.234,1089.45,1024.78,1101.27,1015.95,1045.38,971.697,857.091,1007.17,845.182,998.196,903.936,957.149
278,0,6609,3143,528,8462,21535,992.358,371.299,995.317,486.103,907.115,483.331,871.736,618.516,833.434,739.251,1074.86,486.247,1107.14,618.563,1127.74,739.239,977.737,677.516,930.468,674.524,871.7,804.014,883.646,954.007,1027.74,683.342,1092.27,809.83,1063.05,959.958,974.699,350.792,1010.06,356.586,951.005,362.466,1033.62,365.502,1086.57,1024.74,1098.41,1015.9,1045.38,971.693,856.877,1007.13,839.386,998.152,901.183,957.171
271,0,8355,2994,516,8183,21442,992.328,362.435,998.107,480.216,907.164,480.202,871.717,603.914,833.467,727.446,1074.86,480.364,1107.16,603.97,1130.73,730.406,980.556,671.619,930.554,668.715,868.812,803.981,886.382,954.001,1030.62,674.489,1089.54,809.786,1065.85,959.979,974.735,339.084,1010.05,341.917,951.047,347.756,1036.54,359.61,1089.41,1024.7,1101.27,1015.87,1045.4,971.758,854.066,1007.14,839.349,998.159,904.009,957.166
264,0,8619,3043,519,9912,21460,992.341,347.825,995.319,465.577,907.096,465.533,874.645,597.964,833.48,718.62,1074.79,471.369,1110.03,598.089,1130.68,718.68,977.721,668.543,930.443,665.649,877.471,801.041,886.402,951.258,1027.71,668.698,1089.44,809.857,1065.87,957.167,974.652,330.137,1010.08,335.934,951.014,341.818,1033.6,344.912,1089.42,1024.69,1101.27,1013.02,1045.4,971.723,856.872,1007.07,839.4,995.314,903.983,957.111
261,0,9076,3056,513,8685,21467,989.441,338.815,995.328,456.707,907.09,456.728,874.591,586.162,833.463,709.861,1074.85,459.537,1107.2,586.203,1130.69,712.716,980.56,665.652,930.514,662.727,880.387,798.174,886.379,954.056,1030.64,668.519,1083.61,809.873,1065.9,957.09,974.69,315.493,1007.16,318.398,951.069,324.3,1030.71,338.914,1086.59,1024.7,1101.29,1015.86,1045.44,968.823,856.987,1007.13,842.227,998.17,903.973,960.059
261,0,9619,2997,498,8481,21545,989.441,338.815,995.328,456.707,907.09,456.728,874.591,586.162,833.463,709.861,1074.85,459.537,1107.2,586.203,1130.69,712.716,980.56,665.652,930.514,662.727,880.387,798.174,886.379,954.056,1030.64,668.519,1083.61,809.873,1065.9,957.09,974.69,315.493,1007.16,318.398,951.069,324.3,1030.71,338.914,1086.59,1024.7,1101.29,1015.86,1045.44,968.823,856.987,1007.13,842.227,998.17,903.973,960.059
271,0,8644,2892,476,6354,21552,992.39,321.389,998.083,444.892,907.121,441.99,874.668,574.432,833.542,695.094,1074.81,447.885,1107.17,574.466,1130.73,695.131,977.634,651.036,927.553,648.087,880.49,803.939,886.414,954.021,1027.69,656.874,1086.57,812.724,1065.89,957.068,974.675,303.643,1012.93,309.53,950.999,315.548,1033.61,321.371,1089.42,1024.74,1101.28,1015.87,1045.41,968.793,857.015,1004.21,842.296,995.315,903.956,960.018
285,0,7039,2815,460,5139,21559,995.217,268.202,998.314,374.301,909.974,371.341,883.435,503.816,857.039,624.555,1086.57,377.277,1101.35,506.655,1116.01,624.585,989.44,612.699,930.675,603.912,903.938,777.507,886.498,951.134,1045.31,618.568,1065.98,789.371,1065.98,968.81,974.835,244.851,1013.01,247.616,951.214,247.603,1045.29,250.728,1083.63,1021.84,1098.38,1010.04,1048.39,977.625,856.842,1009.99,839.339,998.196,903.956,957.021
302,0,10838,2772,426,3250,21351,989.473,312.456,995.27,433.157,907.071,433.176,874.675,562.662,833.532,689.248,1074.81,435.99,1104.25,559.788,1130.69,689.23,977.722,647.947,927.615,644.981,880.396,806.95,886.379,951.274,1030.64,648.121,1086.48,812.883,1065.95,954.199,974.692,291.891,1007.17,294.747,951.056,300.762,1030.67,315.349,1089.53,1024.81,1104.21,1015.96,1048.18,962.924,857.036,1004.2,842.321,995.314,903.929,957.127
305,0,13281,2940,426,3064,21406,992.336,297.709,995.333,418.499,907.063,418.416,874.64,550.951,836.297,671.693,1074.82,424.314,1107.2,550.912,1130.71,671.615,980.601,642.041,930.461,633.265,880.432,804.023,886.394,951.197,1036.52,645.036,1080.63,809.887,1065.92,957.141,974.643,277.123,1010.07,283.029,951.003,294.708,1033.57,297.811,1086.56,1024.71,1098.42,1013.03,1045.44,968.833,857.029,1004.13,842.269,992.414,903.972,957.07
311,0,15143,3013,418,3164,21429,989.417,288.881,995.216,412.428,907.026,412.45,874.66,542.068,836.346,665.627,1071.99,412.508,1107.13,539.13,1127.83,665.665,980.64,633.345,930.531,627.424,877.641,795.188,886.376,951.196,1036.53,639.183,1074.84,809.85,1065.92,959.96,974.651,268.319,1007.11,271.173,951.053,277.206,1030.61,291.826,1089.41,1024.65,1101.25,1012.96,1045.45,971.707,856.992,1007.08,842.238,998.151,903.949,957.043
312,0,10698,3096,409,787,21314,989.49,271.416,995.253,403.655,906.982,397.88,874.576,530.334,836.363,648.118,1074.78,406.612,1107.21,530.179,1130.74,648.121,980.577,627.369,927.702,621.614,880.441,792.25,886.37,951.238,1039.41,630.373,1071.93,803.984,1065.9,957.099,974.659,250.752,1010.07,259.485,950.999,268.469,1033.56,277.15,1089.42,1024.69,1101.27,1013,1045.41,968.801,856.998,1004.21,842.257,995.322,901.16,957.122
313,0,12269,3269,397,767,7468,989.455,265.384,995.232,388.981,907.012,388.947,874.654,524.337,836.414,642.013,1074.79,389.119,1104.2,515.627,1130.66,644.941,983.545,621.54,930.578,618.574,880.562,789.274,886.406,951.094,1042.4,624.445,1071.77,795.136,1063.04,957.132,974.689,244.825,1007.17,247.687,951.094,259.516,1030.69,268.382,1089.46,1024.68,1101.26,1012.98,1045.4,971.728,856.92,1004.16,839.414,995.249,903.971,954.241
318,0,10911,3372,391,768,1728,992.354,253.574,995.338,383.152,907.055,383.05,874.619,506.87,836.394,624.609,1074.87,385.957,1107.15,506.808,1130.73,627.448,980.695,618.546,930.607,606.859,883.472,786.269,886.384,951.221,1039.41,621.525,1068.89,789.297,1065.88,968.764,974.688,238.832,1010.05,241.851,951.016,247.815,1030.72,256.593,1086.57,1021.87,1098.43,1010.02,1048.23,974.793,856.919,1004.15,839.419,995.271,903.931,957.129
307,0,9044,3166,364,886,11230,989.417,244.784,995.225,368.425,906.927,368.378,874.643,503.875,836.406,621.504,1074.81,368.518,1104.19,500.756,1127.82,621.529,980.675,612.684,927.752,603.938,886.38,780.496,886.427,951.141,1042.35,615.659,1068.89,789.327,1065.92,960.036,974.681,224.181,1007.15,227.085,951.092,244.648,1033.55,247.811,1089.41,1021.9,1101.24,1010.05,1048.23,974.655,856.878,1004.16,839.421,995.265,903.984,957.032
301,0,8206,3242,365,2211,16432,989.389,235.999,995.241,362.604,906.984,365.337,874.654,497.897,836.373,612.694,1074.79,362.644,1101.34,486.224,1127.78,615.648,980.667,609.8,930.522,603.885,892.26,777.534,886.41,951.18,1039.44,615.641,1065.96,789.234,1065.9,960.017,974.624,221.109,1007.09,221.303,951.047,235.944,1027.82,244.744,1086.59,1021.85,1098.43,1010.01,1048.28,974.657,856.897,1007.13,839.407,998.208,903.956,957.078
299,0,9035,3309,371,723,4961,992.298,230.126,995.31,362.344,906.994,359.57,874.677,486.171,836.379,603.808,1077.69,362.419,1104.27,483.197,1130.7,603.809,983.578,603.938,930.551,601.008,901.037,774.631,886.385,951.218,1042.43,606.854,1062.98,786.399,1065.88,954.232,974.634,218.223,1009.99,221.078,951.024,227.198,1030.69,235.997,1089.47,1024.65,1101.26,1010.07,1048.2,971.695,856.883,1007.07,839.357,998.152,901.114,957.116
296,0,7953,3592,376,700,5840,989.456,224.224,995.259,356.569,906.926,350.717,874.696,483.177,836.406,600.891,1074.83,359.549,1104.18,480.27,1127.81,600.849,980.645,603.834,930.507,600.928,901.102,768.772,886.367,951.149,1033.64,603.879,1051.32,786.201,1065.92,959.978,974.639,206.516,1007.15,212.382,951.087,224.196,1030.64,230.054,1086.59,1021.91,1101.25,1012.95,1048.31,974.699,856.954,1007.07,839.374,998.149,901.124,954.264
289,0,9806,3368,382,694,10767,995.328,262.395,998.236,365.618,909.972,365.488,883.412,500.896,857.018,621.541,1086.52,371.343,1101.23,503.656,1115.97,621.497,989.485,603.85,933.51,600.855,901.187,780.456,886.526,951.031,1045.3,609.73,1063.04,789.199,1068.74,968.758,977.574,241.856,1015.89,244.664,951.283,244.697,1045.21,247.797,1083.58,1021.85,1098.38,1010.05,1051.18,977.603,854.096,1007.13,839.32,998.15,904.009,954.184
279,0,13426,3395,387,772,14161,986.535,221.274,992.395,350.716,904.121,347.854,877.485,480.244,836.346,600.808,1074.74,353.658,1101.3,474.303,1127.8,598.014,977.787,600.897,927.735,598.036,904.046,771.705,886.515,951.112,1027.81,600.906,1051.28,786.234,1065.96,957.036,974.592,200.778,1007.09,203.711,951.077,221.365,1030.6,230.04,1089.42,1024.65,1101.25,1012.94,1048.32,971.751,856.885,1009.99,839.378,998.232,903.985,954.267
269,0,13993,3423,394,589,19721,989.445,221.124,992.338,344.949,904.12,344.917,874.645,480.232,836.36,597.86,1072,347.787,1104.23,471.421,1127.76,597.818,977.715,597.934,927.69,595.052,904.203,765.689,886.5,951.12,1027.74,597.945,1048.46,783.456,1066.02,962.935,974.699,200.588,1010.01,200.819,951.103,218.355,1027.83,227.099,1086.5,1021.85,1098.4,1010.01,1051.18,974.746,856.866,1007.09,839.389,995.359,903.995,957.002
261,0,13421,3627,409,626,10232,989.441,218.308,992.3,342.045,904.063,344.847,874.656,480.232,836.382,597.935,1072,344.813,1101.31,465.574,1127.74,594.938,980.634,600.989,930.476,600.924,906.912,765.867,886.542,951.111,1036.54,601.014,1048.46,783.413,1065.99,968.845,974.674,200.514,1007.16,200.709,951.067,221.172,1027.79,224.289,1086.53,1021.9,1098.43,1012.93,1048.43,977.704,856.878,1007.1,839.388,995.358,903.992,957.025
258,0,15901,3583,416,543,14029,989.455,218.246,992.352,341.987,904.101,344.809,877.477,480.138,836.377,597.871,1074.77,342.012,1101.35,462.58,1127.8,589.161,983.528,597.937,930.619,595.02,906.923,765.829,886.462,951.225,1039.43,597.987,1048.27,783.388,1068.72,968.764,974.656,197.792,1007.13,200.602,951.031,221.145,1027.8,224.173,1083.64,1021.86,1098.38,1010.03,1051.21,977.669,856.905,1010.02,839.391,998.245,901.157,957.138
0,0,15384,3575,413,564,16412,989.442,218.251,992.337,341.957,904.094,342.073,877.479,480.157,836.456,595.087,1074.76,341.965,1104.2,462.614,1127.77,589.184,980.585,595.002,930.465,592.088,906.986,765.893,886.424,951.073,1033.56,594.991,1048.32,783.364,1068.8,971.677,974.667,197.765,1007.13,200.583,951.074,218.357,1030.62,224.114,1080.7,1021.77,1098.33,1007.15,1054.14,980.555,856.941,1007.1,839.375,998.151,901.137,956.999
257,0,16037,3506,397,568,13344,989.444,218.24,992.385,341.954,904.121,342.046,877.504,480.116,836.454,595.046,1074.77,341.986,1104.18,459.803,1127.79,586.199,980.665,594.975,930.644,586.255,907.057,765.672,886.408,951.27,1033.59,595.049,1048.23,783.337,1068.75,968.861,974.661,197.779,1007.15,200.591,951.037,218.351,1027.82,224.166,1083.6,1021.8,1098.36,1010,1051.29,977.713,856.984,1007.14,842.219,998.198,901.108,960.057
264,0,17194,3474,381,537,10203,989.461,218.245,992.32,341.948,904.092,342.049,877.484,480.146,836.514,595.05,1074.74,341.966,1104.2,459.745,1124.88,589.117,977.758,589.159,927.745,583.31,907.049,765.628,886.443,951.14,1027.73,592.107,1048.17,780.416,1065.98,962.948,974.685,197.774,1007.16,200.595,951.071,221.094,1030.59,224.151,1080.73,1021.82,1098.35,1010.01,1048.42,977.574,857.054,1007.06,842.279,995.363,901.107,957.109
267,0,18477,3446,369,518,0,989.492,218.257,992.371,341.931,904.081,342.021,874.69,480.092,839.269,595.078,1074.79,341.965,1101.33,459.79,1124.84,589.151,977.688,595.08,927.746,592.063,906.96,768.647,886.451,951.142,1027.66,597.967,1045.48,780.481,1068.72,968.84,974.688,197.786,1007.17,200.576,951.076,218.35,1030.65,224.122,1080.68,1021.82,1098.35,1010.04,1051.25,977.728,857.011,1007.09,842.238,998.158,901.116,957.151
266,0,17842,3441,361,499,0,992.328,218.284,992.355,341.917,904.099,342.001,877.51,477.276,839.373,597.889,1074.76,341.967,1101.26,462.546,1124.8,592.062,977.664,592.133,930.44,589.108,907.106,765.738,886.425,951.213,1024.84,595.013,1045.34,774.58,1068.72,968.79,974.703,197.817,1010.01,200.614,951.065,218.354,1030.68,224.107,1083.63,1021.81,1098.42,1010.02,1048.43,977.696,857.063,1007.12,842.249,998.162,901.05,960.02
266,0,17913,3401,357,501,0,992.343,218.25,992.382,341.964,904.096,342.05,877.485,480.18,839.391,597.894,1074.84,342.001,1098.42,462.575,1122,594.954,977.691,595.006,927.73,592.064,907.047,765.704,886.369,951.193,1024.87,595.057,1045.36,780.405,1066.01,968.842,974.725,197.8,1010.01,200.568,951.116,221.083,1030.65,224.084,1086.53,1021.85,1098.45,1010.05,1051.21,977.747,857.078,1007.1,842.266,998.155,898.203,959.969
263,0,17462,3379,364,496,0,995.311,250.728,998.231,365.335,910.036,362.624,883.406,494.97,856.999,615.682,1083.62,365.553,1101.26,494.964,1115.91,618.617,992.313,600.894,933.52,597.988,903.939,780.416,886.474,951.13,1045.34,601.03,1062.96,786.312,1068.73,968.842,974.834,232.969,1015.88,235.943,951.242,235.969,1045.19,244.813,1086.52,1024.69,1098.4,1015.86,1048.43,977.636,856.861,1007.16,839.342,998.177,903.947,957.012
259,0,16142,3349,383,495,0,992.307,218.225,992.379,341.928,904.105,342.005,877.55,480.13,839.364,597.873,1074.82,341.994,1098.38,465.537,1121.91,595.033,977.692,589.113,927.731,583.273,907.049,765.666,886.42,951.261,1024.86,589.166,1045.25,771.654,1068.77,971.724,974.743,197.753,1010.01,200.597,951.093,218.289,1030.69,224.136,1083.67,1021.81,1098.42,1010.01,1051.32,980.605,857.091,1004.22,842.291,995.311,901.068,960.073
258,0,14744,3303,398,466,0,992.358,218.215,992.395,341.887,904.099,341.952,877.523,480.149,839.342,597.836,1074.83,341.974,1098.44,465.548,1121.91,597.847,977.639,586.186,927.641,580.392,907.123,765.635,886.392,951.231,1024.88,586.235,1045.31,774.573,1068.77,971.721,974.778,197.782,1010.04,200.58,951.174,218.313,1030.67,224.166,1086.51,1021.79,1101.23,1010.02,1051.34,980.628,857.067,1004.24,842.265,995.325,898.226,960.012
0,0,14141,3305,419,467,0,992.429,215.413,995.219,341.903,904.131,341.98,877.554,477.339,839.366,597.859,1077.69,341.987,1098.41,465.595,1121.95,597.867,977.657,586.231,927.684,580.408,907.17,762.893,886.456,951.241,1024.87,589.123,1045.38,768.775,1068.8,971.791,974.801,197.737,1012.93,200.538,951.143,218.251,1033.6,224.108,1086.51,1021.86,1101.26,1012.92,1051.34,980.695,857.04,1004.23,842.272,995.326,901.109,959.991
270,0,13115,3283,440,465,0,995.294,212.474,995.22,341.879,904.118,341.978,877.55,480.159,839.338,597.926,1077.74,341.95,1098.44,465.582,1121.94,597.878,977.758,586.219,930.452,580.393,907.12,762.91,886.383,951.271,1027.67,589.121,1045.4,774.525,1068.75,968.867,977.528,197.704,1012.98,200.502,951.192,218.285,1030.67,224.135,1086.55,1021.81,1101.29,1010.01,1051.29,980.598,859.807,1004.2,842.293,995.29,898.185,960.06
0,0,12607,3263,466,480,11392,995.29,212.387,995.263,341.891,904.155,341.956,877.573,477.295,839.293,597.919,1077.8,341.975,1098.44,465.561,1121.93,597.864,980.568,592.084,930.438,586.223,909.912,765.716,886.452,951.208,1033.56,595.022,1048.16,780.457,1068.76,968.864,977.519,197.651,1013,197.801,951.107,218.25,1030.67,224.146,1086.56,1021.88,1101.25,1012.94,1051.26,980.566,857.08,1007.08,842.272,998.138,901.07,959.984
271,0,12473,3265,500,531,825,995.328,212.418,995.282,341.88,904.144,341.971,874.68,480.205,836.523,597.998,1080.64,341.972,1101.28,465.594,1124.78,597.898,977.782,589.147,930.487,583.319,907.152,765.654,886.361,954.093,1027.75,589.174,1048.21,774.563,1068.74,971.789,977.542,197.639,1015.86,197.799,951.16,218.231,1033.57,224.088,1086.58,1021.89,1101.27,1012.97,1051.22,980.686,857.012,1007.07,842.216,998.134,898.189,965.912
276,0,12477,3247,522,564,440,998.092,212.466,995.272,341.934,904.141,341.981,877.515,480.14,836.481,597.96,1080.68,342.056,1101.34,471.392,1124.78,597.83,980.558,594.956,930.587,592.061,907.154,765.733,886.382,953.995,1027.8,594.985,1048.38,780.483,1068.76,971.721,977.594,197.638,1015.93,197.782,951.195,212.456,1036.51,221.268,1086.57,1021.78,1101.23,1010,1051.28,980.643,856.988,1007.11,839.391,998.158,898.238,962.933
283,0,12701,3278,541,664,0,998.118,212.461,995.297,342.023,904.124,341.976,874.654,480.235,836.452,597.961,1080.69,344.936,1101.35,474.297,1124.85,597.904,980.642,597.908,933.455,595.021,907.051,765.865,883.597,954.023,1027.78,597.901,1048.41,786.232,1066.01,971.711,977.594,197.605,1018.75,197.757,951.214,215.292,1039.47,221.244,1089.42,1021.82,1101.29,1010.01,1048.43,980.583,857.05,1004.26,842.24,995.323,895.253,962.918
305,0,13519,3233,548,684,17940,998.133,215.374,995.28,344.868,904.11,344.819,871.689,480.358,836.398,598.09,1080.68,347.848,1110.02,477.327,1124.88,597.985,980.718,600.854,930.676,597.966,906.944,768.698,886.369,951.23,1033.64,600.871,1048.42,786.361,1065.99,971.769,977.626,197.67,1018.78,197.824,951.193,212.411,1039.49,221.209,1086.6,1021.86,1101.26,1010.06,1048.42,980.604,857.041,1007.14,842.233,998.171,898.239,957.165
286,0,12651,3213,556,899,12402,998.098,218.213,995.367,344.913,904.158,342.074,874.567,483.09,836.338,600.952,1083.57,350.791,1104.27,480.166,1127.72,600.862,983.583,600.924,933.532,600.905,904.185,768.739,886.379,951.255,1036.53,600.935,1051.26,786.398,1068.74,974.577,977.628,197.733,1018.79,200.546,951.206,215.352,1042.31,224.105,1086.58,1021.82,1101.29,1010.06,1051.21,983.516,856.999,1009.99,842.242,998.19,898.237,957.167
295,0,13168,3105,535,831,11209,995.315,247.726,998.206,362.492,909.922,362.438,883.418,489.133,857.006,612.66,1083.58,365.34,1101.25,489.1,1115.9,612.694,992.381,600.839,933.609,597.916,904.074,771.664,886.447,951.118,1045.35,600.98,1065.84,786.278,1068.78,968.858,974.853,227.075,1015.89,227.147,951.24,232.977,1042.46,244.64,1083.58,1021.89,1098.38,1012.98,1051.27,977.717,856.89,1007.14,839.345,998.162,903.948,957.006
294,0,12622,3122,509,1002,8069,998.169,218.348,995.379,347.779,904.191,344.877,871.753,483.19,833.557,603.854,1080.71,353.656,1107.19,480.277,1127.77,600.96,980.679,600.889,930.603,597.974,906.903,768.657,886.463,951.175,1036.5,600.951,1048.42,786.277,1066.01,971.721,977.654,200.504,1018.89,200.694,951.194,218.265,1042.37,224.241,1089.43,1021.89,1104.19,1012.95,1048.41,980.625,857.019,1007.05,842.242,995.333,901.113,957.098
281,0,13018,2951,493,782,15112,998.179,224.076,998.118,353.725,906.957,350.694,874.595,483.281,833.534,603.966,1083.63,359.55,1110.11,483.225,1130.67,603.95,983.618,603.837,930.721,600.889,904.081,777.504,886.445,951.145,1042.35,603.934,1062.96,789.277,1068.72,971.695,977.66,200.734,1018.91,203.687,951.276,221.151,1042.4,227.187,1086.6,1021.88,1101.3,1010.08,1048.4,980.561,857.05,1004.25,842.318,995.333,901.139,957.028
273,0,12632,2874,498,12625,15880,998.254,227.147,998.173,362.364,907.069,359.58,868.75,492.022,833.429,615.619,1086.51,362.539,1113.04,489.085,1130.7,615.671,983.586,603.929,930.521,600.861,901.072,768.772,886.368,953.992,1045.21,612.707,1063.03,789.29,1066.02,968.843,977.7,209.499,1018.87,218.179,951.26,224.343,1042.46,232.988,1086.54,1021.85,1098.44,1010.04,1048.4,977.669,856.969,1007.15,842.225,998.207,901.068,960.009
271,0,12670,2925,463,10544,21399,998.211,241.757,995.369,365.52,906.902,365.444,868.822,503.694,833.404,621.517,1086.51,368.465,1113.04,500.796,1130.71,621.637,980.592,615.619,927.744,606.867,889.388,777.533,886.406,951.149,1039.44,618.591,1068.84,792.186,1066.01,971.729,977.728,221.152,1018.9,221.359,951.272,230.036,1045.2,244.683,1089.43,1021.9,1101.33,1012.96,1048.34,977.79,856.992,1007.06,842.247,998.137,903.935,954.278
265,0,12923,2904,455,10510,21527,998.261,247.665,998.174,374.316,907.025,371.298,871.66,503.917,833.378,627.406,1083.65,380.208,1115.82,506.809,1133.67,627.447,980.626,618.574,927.689,612.664,883.616,786.354,886.401,951.23,1039.47,621.528,1071.9,795.155,1065.86,962.956,977.717,224.306,1021.67,227.23,953.976,244.699,1045.24,247.886,1089.48,1024.72,1104.19,1015.9,1045.39,974.739,857.05,1007.16,842.288,998.225,901.189,957.111
257,0,14447,2731,434,10570,21535,998.323,259.48,998.147,386.091,907.084,386.082,865.84,521.411,833.349,642.011,1083.65,388.909,1115.86,518.536,1136.5,642.157,986.512,624.477,930.615,621.485,883.509,789.267,886.436,951.198,1045.28,627.388,1074.86,801.056,1065.88,962.958,977.767,241.748,1021.66,244.62,954.013,250.701,1045.25,259.46,1089.56,1024.76,1104.22,1015.93,1045.37,974.687,857.061,1007.11,842.316,998.199,903.948,957.023
257,0,11789,2747,428,10742,21282,998.318,268.447,998.233,391.988,907.133,389.12,868.77,527.42,830.518,647.913,1086.52,397.83,1113.07,527.306,1136.59,648.105,983.61,624.581,930.501,621.613,883.501,789.347,886.425,951.288,1042.47,627.483,1080.67,803.981,1065.93,962.975,977.766,247.724,1021.72,247.881,953.99,262.492,1045.36,271.241,1089.5,1024.68,1104.21,1015.85,1045.41,974.74,856.987,1012.97,842.27,998.334,903.928,957.143
0,0,11981,2850,454,11026,21532,998.347,280.116,998.302,406.687,909.98,403.721,868.815,536.138,830.524,653.946,1086.57,409.603,1115.84,533.265,1139.43,665.586,983.596,627.482,930.605,624.492,883.406,792.182,886.407,954.038,1042.4,633.282,1086.52,806.947,1065.95,965.877,977.794,262.369,1021.78,265.423,954.065,271.337,1045.39,283.055,1089.45,1024.74,1101.33,1015.95,1045.45,974.772,856.925,1010.03,842.248,998.262,903.945,960.004
